序号,用户,id,点赞,时间,内容,label2
999,向上哟,6450141533,1,2020/9/8 19:40,李老师，今天你也在！        ,
1000,2021小王要努力学习,6451754969,2,1月24日 20:34,老师今天讲到你了，我来看看你        ,
1001,沧海一舟6468949632,6468949632,2,2020/7/17 21:33,李大夫晚安，祝愿老婆明天执业医师操作考试顺利        ,
1002,方方的风,6474086801,2,2020/9/24 17:59,李医生，现在才知道毕业等于失业，把自己放的太高结果事事愿违        ,
1003,滚圈在逃阿佳妮,6475051795,1,2020/12/31 14:07,老师新年快乐        ,
1004,阿九初号机,6475256945,1,2020/12/31 8:18,李老师，谢谢您，新的一年，我们都会更好！        ,
1005,梅朵Bordeaux,6476350839,4,2020/11/17 2:34,文亮学弟，记得武汉疫情期间，欧洲的华人全心全意地支持着祖国；现在欧洲遭难，真希望也能得到祖国人民的祝福。晚安，我不会忘了你。祝福你的家人和孩子们。        ,
1006,江琰5776,6476773529,9,2020/3/19 19:35,我来看您了。训诫书取消了，但是我不安心，不甘心。我们不会让您的后辈再有这种情况了，不会了，交给我们法学生，好吗。        ,
1007,绝缘体的hope,6477976559,2,2020/8/13 12:51,李医生，我报了名去学车，虽然有点累，但是我会坚持住的！        ,
1008,在我的十六岁,6479018603,5,6月3日 12:45,我今天也跟您一样啦。为正义发生 被学校制裁 他们问我错了吗 他们说我在造谣 不实言论 我做沉默的羔羊。        ,
1009,猎人航海,6484828335,0,1月31日 14:30,希望李医生的事情，能对公权力平时的行事方式更加科学、理性、实事求是。也希望能进化出一种触达社会的高效反应方式。而不是一味的息事宁人。        ,
1010,三光亦,6491504944,6,2020/11/13 23:28,李叔叔，我的作文写的是你[鲜花]        ,
1011,烊小妮,6503776364,2,2020/8/13 8:36,李医生我们终于开学啦在8.20号        ,
1012,Behappy1718,6511489852,6,2020/9/10 18:35,教师节快乐！唤醒心智的人，是最好的老师        ,
1013,昵称怎么才能可以用,6523633875,2,2020/12/30 8:10,这个时候，你拿起了哨子，准备吹第一声。至少你的同学们，应该感谢你！        ,
1014,伦伦追着风,6525758120,2,2020/6/29 9:51,李医生，我今天毕业考试，好紧张[泪]        ,
1015,伦伦追着风,6525758120,2,2020/6/24 14:03,李医生[泪]您的家人一定会好好的，您放心吧！[泪][泪][泪]        ,
1016,阿酒喜欢恰蛋挞,6536056532,1,2020/12/30 9:06,疫情又开始严重了，你在那边还好吗，今天我期末考试讲课，讲的不太顺利老是卡壳，好丢人啊我giao        ,
1017,阿酒喜欢恰蛋挞,6536056532,2,2020/4/6 0:22,好了，我要睡觉了，晚安呀[喵喵]        ,
1018,是莹吖198012,6542364435,2,2020/4/7 7:27,我们开学了 我会好好加油的！        ,
1019,是莹吖198012,6542364435,1,2020/4/7 7:26,早安李医生 新都一天会开心开心开心！        ,
1020,小魏小魏一顶到肺,6559945780,3,5月30日 02:01,好难过啊在学校呆的很压抑想回家缓缓，结果在家待了一天哭了半天        ,
1021,小魏小魏一顶到肺,6559945780,0,2020/12/31 1:53,新年快乐呀李医生        ,
1022,小魏小魏一顶到肺,6559945780,0,2020/11/13 0:35,晚安        ,
1023,今天是甜妹-,6566892411,0,6月24日 23:10,想哥哥[悲伤]        ,
1024,今天是甜妹-,6566892411,1,4月21日 19:37,哥哥我又分手啦 我会好好生活的        ,
1025,今天是甜妹-,6566892411,6,2020/12/24 11:44,哥哥我找到新的男朋友啦 虽然我也不确定我们可以在一起多久 但是我还是好喜欢他 他治愈了我很多        ,
1026,今天是甜妹-,6566892411,3,2020/10/29 23:25,哥哥我记得上次留言还是快开学的时候 我说我想家 现在我在这边已经适应啦 可是我分手了 认识四年在一起一年半我们还说分手了我好难过 我知道我们不可能了 我怕我这辈子都忘不了他了        ,
1027,师爷九爹,6568467604,15,2020/7/6 18:31,英雄，明日我将要考试，愿你在那边为中国栋梁加油[悲伤]        ,
1028,猫听完也不活了,6570379320,2,1月1日 23:56,李医生新年快乐，新年的第一天，学到了不要把自己的心意放的太重会给别人带来负担，希望我可以轻轻松松的过日子啦        ,
1029,微风细雨wj,6571157473,11,2020/9/1 12:32,希望武汉市能为李医生建个墓碑能让大家去看看他，如果如愿我这辈子一定去看你，在你墓碑前放一束花。[泪]🙏        ,
1030,微风细雨wj,6571157473,2,2020/9/1 12:28,李医生今天九月一号了，孩子们都开学了慢慢的一切都正常了，可李医生再也看不到了。[泪][泪]🙏🙏        ,
1031,微风细雨wj,6571157473,4,2020/5/1 12:11,李医生五一节快乐，今天来看看你[泪][泪][泪][蜡烛][蜡烛][蜡烛]        ,
1032,聆心语者,6572245537,7,1月24日 01:52,大晚上翻到去年疫情的文章，于是又来了        ,
1033,王秀花hhh,6575379701,0,2020/3/23 22:38,山东的天气很好呢        ,
1034,王秀花hhh,6575379701,0,2020/3/23 22:37,快要开学了        ,
1035,王秀花hhh,6575379701,0,2020/3/23 22:36,好好的        ,
1036,Hello董壯志,6575531731,2,2020/9/9 13:33,李老师，疫情已经过去了。祝你在天堂幸福        ,
1037,比奇堡的Scarlett,6575749134,3,2020/3/24 2:55,李医生，今天写了舆论学的作业。又一次了解您与肺炎疫情事件的全过程……一直很佩服您[失望]如果有来生，祝李医生开心健康[泪]        ,
1038,吴龙龙的小心情,6579452526,2,2020/12/30 11:22,老李呀，今儿咋喝一杯。这一年大家都挺不容易的。        ,
1039,吴龙龙的小心情,6579452526,2,2020/8/13 8:23,李师兄，我会加油的[太开心]        ,
1040,很帅就是说,6583366814,0,6月19日 00:57,想进个满意的学校选个满意的专业诶，李医生[抱一抱]        ,
1041,我是数学作业,6587411485,1,1月7日 23:23,李医生晚上好，我明天早上考英语，祝我考高分吧！        ,
1042,Qweu_u,6593473943,0,2020/3/24 17:34,怎么办呀我快坚持不住啦每次要发作的时候都必须控制住有时候在上课有时候在做作业一天定十几个闹钟我怕我发作起来就忘记了还有课要上我根本不敢哭啊我不敢陷入自己的情绪我根本抵抗不了哭完的那种无力感四肢发麻头昏脑涨什么事情都提不起兴趣我不能那样啊我还要上课我还有作业要写我就是个爱哭鬼        ,
1043,Qweu_u,6593473943,7,2020/3/15 23:50,我很喜欢速录但也我会很认真的学生物我会做好准备等一个可能永远不会再来的意外李文亮医生你放心 没有下一次了 我们再也不会让这样的事发生了我也还没吃过德克士的手枪腿我想等庆余年2开播的那一天吃着手枪腿告诉你最后的结局        ,
1044,Silly哩,6593745619,1,2020/4/24 9:25,认真上课ing        ,
1045,Silly哩,6593745619,0,2020/4/4 2:04,晚安        ,
1046,戴白色头盔的宪兵,6596745074,1,2020/5/31 13:27,李医生，我去上学了，中国情况很好了！        ,
1047,戴白色头盔的宪兵,6596745074,4,2020/5/26 18:15,李医生我又来看你了，那边还好吗？        ,
1048,九枝灯1212,6600728708,1,2020/9/15 13:52,马上就要考教资了，希望能够考过，当一名老师。世间纷纷扰扰，无愧于心就好。李医生，你在那边也要开心哦[羞嗒嗒][羞嗒嗒][羞嗒嗒]        ,
1049,九枝灯1212,6600728708,1,2020/4/4 8:29,[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]        ,
1050,九枝灯1212,6600728708,2,2020/3/14 20:47,: 今天看了大侦探皮卡丘，皮卡丘好可爱啊，你在那里会遇到这么可爱的小伙伴吗？嗯～一定会的[太开心][太开心][太开心]        ,
1051,crescentaventure-42,6605919796,5,2020/6/8 23:13,李医生，你好呀。第一次来这里评论呢。最近过得如何？希望你在那边过得好。最近我们学校要求写一篇文章，大家好像只是为了完成任务而完成任务。其实我对这件事情蛮认真的。决定写您了。很想你，李医生。        ,
1052,听听玫瑰说的叭·-·,6610147211,6,2020/8/17 18:45,李医生 又到晚上了 我站在阳台上看天色渐渐暗下来 又想哭了 我不知道为什么2020年的眼泪这么多 我讨厌夜晚 我数不清我有多少个晚上没有睡过好觉了 为考试焦虑为工作焦虑为选择焦虑 李医生 你说我该离开武汉吗 我真的不知道自己想要什么        ,
1053,Dopamine122,6621306048,7,2020/4/11 19:03,我在写您的作文哦，感谢您，我们心目中的，勇敢的英雄        ,
1054,壹个World,6623929682,5,2020/8/15 10:12,李先生，下周五我就要考科目一了，再过几天录取通知书就下来了，希望一切都好，科一顺利，录取通知书是我想要的学校和专业，你也要好啊！        ,
1055,沈司柠,6624765883,1,2020/8/13 12:38,学长你好        ,
1056,嘿是太阳啊,6629950371,2,2020/3/25 0:04,晚安        ,
1057,嘿是太阳啊,6629950371,1,2020/3/23 12:05,哈哈哈哈哈&nbsp;&nbsp;李医生&nbsp;&nbsp;网课上完啦&nbsp;&nbsp;开心开心[哈哈]        ,
1058,可爱多是美岐,6636614712,2,2020/4/25 21:50,李医生，我希望我在未开学这段时间能够把我所有心事说出来，因为我找不到人可以倾诉        ,
1059,可爱多是美岐,6636614712,1,2020/4/2 12:35,李医生，该睡午觉了        ,
1060,可爱多是美岐,6636614712,2,2020/3/25 17:02,李医生，中国很快好起来了！你在那边也要好好的        ,
1061,JackeyLove的合法大爹,6649052881,11,2020/12/22 23:37,这个月初踢球，对方和我争抢受了伤现在问我要一万多，我这个没有爸妈的孩子啊，我该去向谁说呢？和奶奶说今年打寒假工不回去过年了，奶奶说回来吧我给你钱。哭了，奶奶39岁就一个人把爸爸拉扯大，六十多还给别人做保姆给我挣钱上学，不孝啊我。您在天有灵保佑我奶奶长命百岁，我尽我所能让我奶奶多享福        ,
1062,所有说的就是你,6649709421,3,2020/5/23 22:43,今天终于开学了，你那边怎么样        ,
1063,呱唧小可爱,6660798620,11,2020/7/21 21:00,李老师，昨天电影院开门了，你去看了没有？        ,
1064,十八子42484,6664859596,5,2020/5/31 12:05,李医生我们开学半个月了，这周放的半月假，我们都很安全。        ,
1065,桦沐2018,6670415105,0,2020/3/19 3:02,李医生呀！在那个漂亮美丽的世界，过得还好吗？我们很快就开学了，惊喜吧！因为疫情已经不是那么严重了，我们会做好防护的呢！        ,
1066,侨香路子由,6678499902,0,2020/8/21 22:12,明天考试了，加油😊        ,
1067,虹豆15656,6678848120,1,2020/9/9 12:59,老李，今年过年我要去湖北，去26年前读小学的地方看看。        ,
1068,爱了messi,6722551673,0,2020/6/26 22:04,今天被老师批了        ,
1069,爱了messi,6722551673,3,2020/4/15 11:11,[泪]最近好多公司都破产了。加油        ,
1070,爱了messi,6722551673,0,2020/4/4 8:47,记得您        ,
1071,爱了messi,6722551673,0,2020/4/4 6:35,清明了[蜡烛][蜡烛][蜡烛][蜡烛]        ,
1072,爱了messi,6722551673,15,2020/4/2 20:23,李医生，您快看！春天来了！！！        ,
1073,想和严峫抢江停,6735280682,5,2020/3/30 17:15,李医生，我是一名中学生，我们快开学了，我们胜利了!        ,
1074,一淳爱吃柚子,6753634792,2,2020/9/8 18:44,马上要去学校了，马上要毕业了。哎，        ,
1075,r饶泽铭,6774194481,0,2020/9/8 0:48,李先生，快要毕业了，我真的好焦虑好焦虑，家里是普通家庭，女朋友父母也知道我们的恋情，真的很怕很怕我会因为那些物质失去她怕她家里不同意，唉，好好努力吧。        ,
1076,今年放手一搏了吗,6789765583,6,8月13日 09:39,早上好哇李医生，我现在要去背英语单词了，加油加油！！        ,
1077,小崽子要走了,6791375811,3,2020/12/30 16:45,在图书馆准备思政的期末考试&nbsp;&nbsp;有一章是关于中国疫情的&nbsp;&nbsp;我看着看着突然好难过好难过&nbsp;&nbsp;转眼已经过去一年了呢&nbsp;&nbsp;谢谢您&nbsp;&nbsp;谢谢每一位在这场疫情中献出了生命的人民英雄        ,
1078,麦糖wei吖,6792827320,12,2020/4/23 14:56,刚刚网课在上卫生法，老师说到了你，不过老师说现在都不敢怎么提了。我好伤心呀，小时候不是都跟我们说，英雄是要被这个世界记住和歌颂的吗？怎么长大了，这个世界变了        ,
1079,呀呀呀1234567890,6793812120,2,2020/3/23 15:07,文亮老师，下午好呀，今天无锡是个太阳天呢        ,
1080,KUFAN-,6797430075,6,2020/9/8 20:59,今天学校好多人，谢谢你        ,
1081,hildishness89736,6803421928,3,2020/8/15 11:54,中午好啊李医生，我是一名学生，我也有自己的爱好，但辅导班占用了大量时间，不得不放弃，真的好苦恼😖        ,
1082,不咬人的钢牙,6836895166,3,2020/3/25 1:03,失眠了        ,
1083,不咬人的钢牙,6836895166,3,2020/3/20 20:29,今日春分        ,
1084,不咬人的钢牙,6836895166,1,2020/3/17 8:36,早起上网课啦啦啦早安李医生        ,
1085,不咬人的钢牙,6836895166,2,2020/3/16 19:42,李医生，谢谢你，一路走好[泪]        ,
1086,七踢棒棒棒,6844274732,0,2020/12/31 15:40,老师！新年快乐！        ,
1087,泠泠想不出名字,6851710899,1,2月6日 11:34,[蜡烛][蜡烛][蜡烛]        ,
1088,泠泠想不出名字,6851710899,2,2020/12/31 0:17,一年了，这一年想法改变了很多        ,
1089,泠泠想不出名字,6851710899,7,2020/9/4 4:28,李医生，又失眠了，今年老失眠。刚看到一个视频，六岁的小男孩得了重病，父母没钱医，把他丢在了医院，小男孩在大厅地上躺了一天一夜也没人管，医院负责人只顾看监控找孩子父母，医院清洁工抽走了孩子身下的硬纸板，孩子就这样躺在冰冷的地下。什么时候，我们所有的人能老有所养、病有所医、少有所学？        ,
1090,H-今天也要努力呀,6867462122,2,2020/4/1 15:53,老师第二次提到您了，他发朋友圈说值得年年跟学生讲，真的说到做到[心][心][心]        ,
1091,我是傻子不傻啊,6868444878,0,2020/8/15 8:28,李医生，我毕业了，参加工作了，然后妈妈总拿着我和别人作比较，我一直都不想回去，因为我不想面对所谓的家庭人际关系        ,
1092,Burst58561,6871820990,0,1月4日 23:34,要考试了 祝我不挂科！        ,
1093,Burst58561,6871820990,0,2020/4/1 7:51,早        ,
1094,Burst58561,6871820990,2,2020/3/30 11:00,晴空万里[可爱]一览无余 您一定能看到吧[太开心]        ,
1095,金薇薇和囧囧菇的糯米团子,6881851471,2,2020/4/25 20:35,李医生我们开学了呢，刚开学就考试，好慌，怎么办        ,
1096,王晓龙XF,6898936956,2,2020/4/18 16:25,来晚了……感谢你的惊醒他人，感谢你医者的专业警惕性！        ,
1097,华丽转身2019,6911683771,4,2020/3/18 16:41,接下来还有人报考医学院？你是好医生 ！却这样走了！        ,
1098,姜姒伱,6913673840,2,2020/7/21 10:58,早上好呐 在那边休息好吗 今天又是元气满满的一天 害 就是写作业的一天        ,
1099,苶20696,6918394090,0,3月5日 02:06,为什么要学护理[泪]        ,
1100,苶20696,6918394090,1,1月28日 18:53,明天省妇幼要面试啦，祝我好运        ,
1101,宋嘉琪的微博,6969282282,17,2020/9/1 21:49,开学第一课中钟南山说希望医生要敢说！可是...，谁还敢说啊        ,
1102,HighlIGht958,6972233408,5,2020/7/9 23:54,哈喽，李医生，因为实在没有人可以说话了，刚刚又分了手。生活好辛苦，我才二十出头就认识到了，感觉站在人生的十字路口，太迷茫了。但也是有好处的，因为没有拥有什么东西，所以也没什么好失去的。最近在申请学校，很累，有时候努力是徒劳，但又不想放弃。祝我成功吧。        ,
1103,胡hint,6981984898,6,2020/3/23 23:20,李医生，我们快开学了，你那里一切都好吗，        ,
1104,什么奶茶好喝鸭,6987827198,5,2020/7/24 11:54,亮亮医生你知道我多倒霉吗，明天考试，我今天发烧了，去不了了，一年的努力都白费了，这可能是天意吧        ,
1105,国内知名吃瓜选手,6989971381,1,2020/3/19 23:22,要开学 要快乐 要正直&nbsp;&nbsp;感谢您来过 我们永远记得您[心]        ,
1106,星野瑠奈-甜莓酱啊,6995376500,0,8月2日 13:33,日本人东京奥运会裁判不公平，哎        ,
1107,星野瑠奈-甜莓酱啊,6995376500,0,2020/6/26 21:00,要期末考试了        ,
1108,星野瑠奈-甜莓酱啊,6995376500,1,2020/2/25 14:57,看到没有 有些人就是利用法律制裁英雄 人间欠你一个公道[泪]        ,
1109,陶然亭又下了雪,6995543204,3,2020/5/1 23:52,五一了，天气也越来越热，从楼上往下看，树很绿；往上看，天很蓝。一切都是如此的美好。你那边怎么样呢？        ,
1110,陶然亭又下了雪,6995543204,2,2020/4/8 21:32,热干面，来一碗呦        ,
1111,陶然亭又下了雪,6995543204,3,2020/4/7 23:34,李医生，武汉还有不到半小时就解封了。在期待        ,
1112,陶然亭又下了雪,6995543204,2,2020/4/6 23:24,李医生，夜已至，晚安        ,
1113,陶然亭又下了雪,6995543204,3,2020/4/6 10:28,来看看你，武汉还有两天就解封了        ,
1114,陶然亭又下了雪,6995543204,28,2020/4/5 17:24,李医生，下午好，武汉还有三天就解封了，全国各地已经通知了开学时间。相信疫情将会被埋没在这春暖花开里。今天天气晴朗，阳光明媚。希望您那边也有好天气，您有好心情[白蜡烛]        ,
1115,努力奔跑的石头,7018325651,1,2020/10/27 14:59,在等留学签证。着急。保佑能顺利拿到签证，顺利出国[加油]        ,
1116,努力奔跑的石头,7018325651,6,2020/3/13 23:22,这是您一生的荣耀和某些人的耻辱。        ,
1117,蓝鲸小雨,7026236725,5,2020/6/30 23:21,我们明天照毕业照了，其实我已经给你留言了。但好像挺想你的。还有6天，祝我顺利吧        ,
1118,蓝鲸小雨,7026236725,2,2020/6/30 23:20,我想保护你        ,
1119,古韵云声,7034861399,8,2月17日 21:24,刚才看到一篇黑你的文章，很气愤！又无奈，只能来这里看看你        ,
1120,古韵云声,7034861399,4,2020/12/15 12:23,来这里看看你        ,
1121,古韵云声,7034861399,0,2020/8/19 12:35,节日快乐        ,
1122,古韵云声,7034861399,2,2020/7/12 14:35,今天休息来这里看看        ,
1123,扶桑初日升3,7037497990,0,2020/12/31 15:31,新年快乐李老师        ,
1124,艦行ucyuu,7038097408,0,2020/12/25 9:30,李医生，明天我要去考试了，要一个人住民宿，可是我真的特别特别社恐，现在想想感觉都要怕死了，而且房东还是男的（没有什么别的意思，我就是看到男的会更紧张更害怕）怎么办啊[泪]我好像一个傻子        ,
1125,艦行ucyuu,7038097408,2,2020/12/25 8:41,李医生，你还好吗？        ,
1126,吖哦小小花,7040408754,1,2020/4/27 18:38,李医生，我还有50多天就要考试了，希望这一次我可以全力以赴，取得好成绩，考过了，给您报喜[太开心]        ,
1127,抱抱尹,7047669955,3,2020/4/28 18:16,李医生，我很开心我过了，我希望您在那里也能够永远快乐🙏        ,
1128,抱抱尹,7047669955,2,2020/4/28 8:38,李医生，我现在很紧张，因为马上要出导游成绩了，我很害怕，我想在您这里，我能平静下来，希望世界依旧美好🙏        ,
1129,小王爷Anunach,7065048349,0,1月26日 16:33,老李，我还没结婚，不想一结婚就有一个要上小学的小孩        ,
1130,北笙南鸢的光,7065692720,1,2月6日 19:00,来看看你啊李医生[心][心]        ,
1131,北笙南鸢的光,7065692720,1,2020/5/28 11:32,下午要考试了，加油        ,
1132,全乐的宝宝,7069273808,9,2020/5/19 18:59,等毕业去看看你，小李医生        ,
1133,日月山川1128,7072778932,0,2020/10/23 23:12,希望明天的投票结果不会让自己太尴尬 还有逢考必过啊啊啊啊🙏        ,
1134,日月山川1128,7072778932,2,2020/10/5 0:33,今天国家励志奖学金名单出来了 没我 虽然写申请书之前就知道得的希望不会太大 但当结果出来的时候还是很难过 感觉自己好无能啊 什么事都没办好过        ,
1135,日月山川1128,7072778932,4,2020/9/27 23:25,今天综合成绩排名出来了 评三好学生的要求是班级前五 很不巧我第六 看了一下自己和别人的成绩之间的差距 只差最后一道大题的分数我就可以进前三了 遗憾的是考试的时候我没想起来最后一道大题的解法 快交卷了才知道怎么做 大概有些事情早就已经注定了吧 可我真的好想拿奖学金 想拿三好学生 优秀班干啊        ,
1136,小欧本歐_,7077482112,1,2020/9/1 21:05,晚上好啊，李医生，我明天开学了，加油！        ,
1137,派大星的海绵板,7078175827,0,2020/12/11 0:24,李文亮医生晚安啦！        ,
1138,派大星的海绵板,7078175827,0,2020/12/11 0:24,李文亮医生，社会好复杂呀！我好喜欢在学校的氛围呀！可能这也算是躲避社会吧[泪]        ,
1139,谢1103,7078381281,1,2020/5/28 9:04,李医生，我们今天就要开学了，阳光明媚，天气特别好。你在那边也一切安好吧？        ,
1140,F-Young-,7080478089,18,2020/9/15 22:55,一月三号你被“训诫” 今天九月十五号，抗疫宣传片说“一月三号中国与世卫组织 港澳台地区通报新冠疫情” 为什么同样一月三号你的话还是“造谣” 然后武汉被病毒沦陷……央视新闻后几天也依然说你是“谣言” 敢说他们真的不知道？        ,
1141,F-Young-,7080478089,14,2020/9/15 22:44,本来一个科学问题 政治说科学是谣言        ,
1142,F-Young-,7080478089,1,2020/2/6 23:49,执法机关的无知和滥用权力 令人可笑 令民众寒心 令我们觉得恶心 若问责任，政府机关没有责任吗？ 国家人民把权利交到你们手上 你们对得起谁？        ,
1143,KeYauGoh,7082255202,5,2020/4/28 1:08,吹哨人在吗，现在疫情已经慢慢好转，复工后各地陆续开学了，多亏有你 R.I.P        ,
1144,托马斯和他的旺仔牛奶糖,7160610525,14,2020/3/28 20:28,今天我们考试要写关于您的作文……        ,
1145,#NAME?,7162216703,1,2020/9/8 14:57,下午好李医生&nbsp;&nbsp;开学了        ,
1146,与你一起闪闪发光,7184678672,6,2020/4/1 20:51,在写你的作文，好好夸夸你！        ,
1147,是香香同学诶,7186016069,1,2020/8/31 1:05,李医生！！现在一点多了呢，而我还在为作业发愁.....        ,
1148,我有零只格洛米,7187942484,3,2020/8/27 9:52,我科四过了！        ,
1149,我有零只格洛米,7187942484,0,2020/7/8 23:03,明天我要自己去学车了[泪]天呀，我不想学车，不想考试，我不想挨骂[泪]        ,
1150,贰十三笔,7198165562,1,2020/8/19 23:13,李医生，我还有三天就要开学啦，时间过得可真快呀，晚安咯。        ,
1151,Plumpluto,7202328032,2,2020/3/17 8:22,早安～李医生，马上又要上网课啦～祝您今天工作顺顺利利呀～        ,
1152,我吃饭吃两碗,7206152558,1,2020/12/3 14:49,好像考试不是很顺利呢 在学校喂了好几只流浪猫猫 可是我不能养他们 冬天到了看起来好可怜        ,
1153,同来不得同归去,7210529329,6,2020/3/15 18:07,李医生，我现在特别想开学，如果我们开学了，我一定第一时间通知你!        ,
1154,吃完这个番薯就开心了,7210842535,1,2020/3/17 19:16,我们老师在说你诶        ,
1155,Sweet30270,7214166697,9,2020/5/30 14:57,李医生 我是看到读者中有一篇文章题目是《他的评论区》 来的 愿你快活依旧        ,
1156,fffllehbhshh,7215803522,4,6月28日 20:03,医生，最近期末了好累啊，但是一想到你我又开始努力！虽然成为不了你这样伟大的人～但是希望努力和你一样成就自我，在那边要开心哦，那边也有病人需要你帮忙吧，不要太累哦        ,
1157,你居然不心动,7217366449,0,2020/12/30 14:35,新年快乐啊！！今天也是期末周的一天加油！        ,
1158,wuli_yangxy,7217515426,9,2020/8/13 21:21,李医生好，我是未来的辅助医师，我将以您为榜样，也将如开学第一天宣誓的那般，志愿献身医学，为祖国医药卫生事业的发展和人类身心健康奋斗终生。国家有我们，我们00后也在崛起，希望我能传承您的精神，希望您的在天之灵也是可以快乐欣慰的。。        ,
1159,加油直球选手,7219392613,4,2020/4/12 14:29,李医生午好，今天的合浦天晴了，太阳也出来了。我刚刚做了体育的健美操作业，您在那边也要坚持锻炼哦。        ,
1160,加油直球选手,7219392613,1,2020/4/11 20:06,今天也下雨了        ,
1161,KEvanym,7221142292,4,2020/4/29 20:05,李医生，今年因为疫情不能转专业，我又要面对微积分，线性代数，还有微观经济学会计学，网课划水了好久，我从现在开始努力，我一定可以的吧！        ,
1162,菱果666,7222422706,9,2020/6/5 15:38,李医生，再来看看你！        ,
1163,菱果666,7222422706,10,2020/3/20 10:57,唉//:训诫书撤了，抓了两个顶包的，幕后黑手被他们保护的好好的        ,
1164,菱果666,7222422706,11,2020/3/20 10:57,[good][good][good]//:那刺眼的章，无处不透露着权力的滥用，透露无知的理所当然，透露权力凌驾与你的专业，多年之后，历史还会重演，可怕，可怕。        ,
1165,小常不吃辣,7223580136,0,2月15日 16:33,今天吃了疙瘩汤 马上就要上学了[good]        ,
1166,小常不吃辣,7223580136,0,2020/12/30 10:32,今天吃炒面        ,
1167,小常不吃辣,7223580136,1,2020/4/3 23:59,春天很好 你在那里也还好吧         ,
1168,574號貓咪飼養員,7232873468,5,2020/5/17 12:20,还好吗，写作文写到你啦        ,
1169,王小西1234,7243413473,9,1月14日 21:38,希望你在天堂过的快乐&nbsp;&nbsp;李医生 你是我们国人的英雄！专业仁心的医者！敬佩！        ,
1170,阿娜在努力,7254024343,2,2020/8/13 14:26,李前辈，快面临考试的我，已经开始焦虑了，我希望自己考能过，不辜负家人的期待        ,
1171,·椰奶凍糕·,7260459432,8,2020/3/28 8:50,早上好，李医生，我们这里有点冷，我一大早就起来考试了！作文里写到了你！希望你一切都好        ,
1172,爱学习的小程victory,7264999955,2,2020/9/9 15:10,李医生，我们今天老师讲近现代史课的时候又讲了一次今年疫情。还是很庆幸有你们，疫情现在已经不严重了        ,
1173,爱学习的小程victory,7264999955,2,2020/9/7 16:01,李医生，我上课好困啊，学校真的好热好热        ,
1174,没事吃饱了再说话,7269899014,0,2020/12/30 13:01,长沙一直在刮风，好冷啊，考试月一门接着一门压力好大，但是熬过去就好了，对吧？每一天都是崭新的，2021希望你开心幸福        ,
1175,爱吃冰淇淋的小扁,7270352835,2,2020/4/23 12:00,中午好，李医生        ,
1176,爱吃冰淇淋的小扁,7270352835,2,2020/4/23 8:06,早上好，李医生        ,
1177,爱吃冰淇淋的小扁,7270352835,1,2020/4/22 23:34,晚安        ,
1178,爱吃冰淇淋的小扁,7270352835,2,2020/4/22 16:06,下午好，刚刚学了历史，历史很有趣。        ,
1179,爱吃冰淇淋的小扁,7270352835,3,2020/4/22 11:27,今天学了英语语法的代词        ,
1180,请叫我张某2019,7286675528,2,2020/9/10 13:58,教师节快乐，李老师        ,
1181,Kepler要开心,7291037938,0,2020/3/16 9:56,早呀，我刚下网课        ,
1182,如来and卿2007,7298986754,9,2020/9/9 9:26,李医生，我是个95年的女生，我小时候也想像您一样成为一名救死扶伤的医生，但是很遗憾我没有实现，选择了建筑专业，现在正在备考二建，我想我可能没机会成为像您这样的英雄，但是我一定会成为一个对社会有用的人，如果国家需要我随时都在。        ,
1183,RobertXia2333,7302474778,14,2020/3/17 8:07,李医生啊，我真感到失望和痛苦，您的牺牲似乎仅仅能唤起一时的民权觉醒。昨日秘鲁诺奖文学奖得主略萨发表言论表示若中国疫情初期不隐瞒疫情，事态将不会如此严重。大多数报道底下都是一片叫好zf及时作为的声音，他们已然忘却您的存在与逝去，我们付出三千多条鲜活生命换来的民权意识再次被互联网遗忘了        ,
1184,沉玊,7305112694,0,1月23日 22:13,没有就算了        ,
1185,沉玊,7305112694,0,1月23日 22:13,明天，也许也没有        ,
1186,沉玊,7305112694,0,1月23日 22:13,今天应该等不到了        ,
1187,沉玊,7305112694,0,1月23日 22:13,我在等个消息        ,
1188,沉玊,7305112694,1,2020/12/30 11:33,不明白，做不到        ,
1189,沉玊,7305112694,0,2020/12/25 18:07,今天能很快睡着，明天顺顺利利，小心细心冷静        ,
1190,沉玊,7305112694,1,2020/12/25 18:07,我明天考试了，一定会高分考上的对吧        ,
1191,沉玊,7305112694,0,2020/9/23 19:20,来看你啦        ,
1192,小泉桃子酱,7309417734,7,2020/5/17 12:27,李医生，明天要开学了来看看您，您在那边还好吗        ,
1193,跳跳跳你要跳舞吗,7321432182,1,2020/9/8 13:08,敬礼李老师[赞]        ,
1194,龙之侯哥,7326346233,2,8月16日 00:15,有人说去年是未来十年最好的一年        ,
1195,龙之侯哥,7326346233,1,4月4日 08:50,代表同学来问候一声安好[鲜花]他因为在你这里评论…………        ,
1196,龙之侯哥,7326346233,9,2月12日 23:13,看到有人说菊花都买不到，真的很难受，那些和你一样留在2020年的人们，愿在天堂安好        ,
1197,龙之侯哥,7326346233,2,2月6日 19:54,这一年太难了        ,
1198,龙之侯哥,7326346233,1,1月30日 12:38,一年了        ,
1199,龙之侯哥,7326346233,7,1月23日 09:07,一年就这么过去了，好多人已经忘了去年的今天，因为和他们没有关系，谁知道呢……        ,
