用户,id,点赞,时间,内容,label2
于小暖超暖,6122691574,1,7月3日 20:56,小李！我都母胎单身二十四年了，明明那么期待爱和被爱为什么就是遇不到呢？我好怕自己以后将就或者真的遇不到他。        ,0
于小暖超暖,6122691574,1,7月2日 16:33,我竟然看到你的留言想哭[泪]        ,0
虞予屿-,5980225209,0,8月17日 23:00,我最近过的好糟哦 不想开学        ,1
虞予屿-,5980225209,0,2月12日 22:14,新年快乐🎆        ,1
宇行_,2467372911,0,8月5日 20:28,哥，刚不是武昌站，武昌南边一点，停了好久。到武昌又停了好久，空调还关了。[跪了]        ,1
宇行_,2467372911,4,8月5日 19:35,哥，火车停在武昌站。路过很多次武汉了，一直想来武汉看看，也一直给自己找理由。本科毕业要去上海读研，以后回家开学都不会路过武汉了。我要继续努力，变得更好来看你。想念你[微风]。        ,1
宇行_,2467372911,1,6月6日 00:22,哥，昨天通过了答辩，今天去打了第二针疫苗。马上要毕业了，只有自己清楚这四年究竟成长了多少。一切都在往好的方向发展，一起走在开满鲜花的道路上吧，我们都加油！        ,1
宇行_,2467372911,1,5月9日 10:22,哥，刚打了第一针疫苗。针头很细，刺痛了一下，我以为刚开始，就结束了。想念你。[微风]        ,1
宇行_,2467372911,3,3月30日 21:13,哥，我上岸啦！！！接下来的日子也勇往直前地向前冲，一起加油吧！[微风][加油]        ,1
宇行_,2467372911,2,3月27日 23:49,哥，明天要复试了。疫情在家的时候开始准备，现在一切终于要有结果了。你给了我很多力量，我可以，我一定可以的，加油我自己！想念你[微风]        ,1
宇行_,2467372911,0,3月1日 16:14,哥，开学又路过武汉了。跟朋友开玩笑说好想下车去看看，要知道就提前两天来玩了。去年的努力有了结果，我要继续努力！春天和樱花都要来了，想念你。[微风]        ,1
宇宙_人类_888号,7399450813,0,8月16日 20:06,每天我都想着 快点过去吧 过去就好了 后来我发现 我就是想要我的人生快点过去 什么越来越好 从来就没发生在我身上        ,1
宇宙_人类_888号,7399450813,0,8月16日 20:03,我希望每天顺顺利利的 但好难        ,1
宇宙_人类_888号,7399450813,0,8月16日 20:02,哥我有点累了        ,1
宇宙_人类_888号,7399450813,1,8月15日 08:23,好久没来了        ,1
宇宙_人类_888号,7399450813,2,8月7日 08:29,早啊李医生        ,1
宇宙_人类_888号,7399450813,3,8月5日 20:55,我们总会有钱的 我们总会幸福的        ,1
宇宙_人类_888号,7399450813,0,8月4日 09:13,想麻痹自己        ,1
宇宙_人类_888号,7399450813,0,8月4日 09:13,哥 我又焦虑了        ,1
宇宙_人类_888号,7399450813,1,8月1日 10:24,李医生 八月了        ,1
宇宙_人类_888号,7399450813,0,7月28日 13:13,数学太难了        ,1
宇宙_人类_888号,7399450813,0,7月27日 22:26,好怕因为这件事明天新老师会看不起我        ,1
宇宙_人类_888号,7399450813,0,7月27日 22:25,弄错了一件事 唉        ,1
宇宙_人类_888号,7399450813,0,7月26日 22:50,怎么想也想不会这道题        ,1
宇宙_人类_888号,7399450813,0,7月26日 22:49,为什么我又不会啊。        ,1
宇宙_人类_888号,7399450813,0,7月24日 20:55,好难受        ,1
宇宙_人类_888号,7399450813,0,7月24日 20:55,那种无用的感觉又上来了        ,1
宇宙_人类_888号,7399450813,0,7月24日 20:54,晚好啊        ,1
宇宙_人类_888号,7399450813,0,7月24日 08:21,早啊李医生 上海下雨了        ,1
宇宙_人类_888号,7399450813,4,7月19日 18:22,满分750 考了697        ,1
宇宙_人类_888号,7399450813,2,7月19日 18:22,哥 谢谢你        ,1
宇宙_人类_888号,7399450813,1,7月19日 17:59,马上出分了&nbsp;&nbsp;李医生 保佑我        ,1
宇宙_人类_888号,7399450813,1,7月18日 21:31,明天查分了 保佑我🙏        ,1
宇宙_人类_888号,7399450813,1,7月18日 21:30,晚好啊李医生        ,1
宇宙_人类_888号,7399450813,1,7月13日 22:19,晚安 李医生        ,1
宇宙_人类_888号,7399450813,0,7月13日 07:58,早啊 李医生        ,1
宇宙_人类_888号,7399450813,1,7月12日 05:34,早啊李医生 在赶飞机✈️        ,1
宇宙_人类_888号,7399450813,2,7月11日 11:58,中午好啊李医生，在茶馆喝茶        ,1
宇宙_人类_888号,7399450813,0,7月9日 08:36,早上好 李医生        ,1
宇宙_人类_888号,7399450813,0,7月7日 17:38,下午好        ,1
宇宙_人类_888号,7399450813,0,7月5日 07:17,做了梦 果然还是很在意啊        ,1
宇宙_人类_888号,7399450813,0,7月5日 07:17,早啊        ,1
宇宙_人类_888号,7399450813,0,7月4日 15:23,下午好        ,1
宇宙_人类_888号,7399450813,0,7月3日 21:41,刚刚参加了预录高中的家长会 有点累        ,1
宇宙_人类_888号,7399450813,0,7月3日 21:40,晚好啊李医生        ,1
宇宙_人类_888号,7399450813,1,7月3日 09:05,早啊 李医生        ,1
宇宙_人类_888号,7399450813,0,7月3日 09:04,在候场        ,1
宇宙_人类_888号,7399450813,0,7月3日 09:04,今天参加毕业典礼啦        ,1
宇宙_人类_888号,7399450813,0,7月2日 19:41,今天是在初中的最后的一顿饭哈哈 要毕业典礼了 语文作文好像偏题了 但是我一点也不难过 我就想说 去他妈的 爷要开启高中生活啦        ,1
宇宙_人类_888号,7399450813,0,7月2日 19:39,晚上好        ,1
宇宙_人类_888号,7399450813,0,7月1日 07:58,李医生 7月来了 祝好        ,1
宇宙_人类_888号,7399450813,0,6月22日 10:25,哈哈 会很好很好的        ,1
宇宙_人类_888号,7399450813,0,6月22日 10:17,放假啦        ,1
宇宙_人类_888号,7399450813,1,6月22日 10:17,哥 7月19出成绩 保佑我能过预录取线吧        ,1
宇宙_人类_888号,7399450813,0,6月20日 21:06,终于要结束了 让我道法上24左右[心][赞]        ,1
宇宙_人类_888号,7399450813,0,6月20日 21:05,明天最后一门道法 哈哈        ,1
宇宙_人类_888号,7399450813,0,6月20日 16:34,明天还有一门道法 考完放假啦        ,1
宇宙_人类_888号,7399450813,0,6月20日 16:34,数学封顶140        ,1
宇宙_人类_888号,7399450813,0,6月20日 16:34,哈哈来啦        ,1
宇宙_人类_888号,7399450813,0,6月20日 12:38,哥 马上出发了 数学会好的 我相信        ,1
宇宙_人类_888号,7399450813,1,6月20日 12:07,李医生 下午的数学我会把能做的都做出来的 随缘 我只要一紧张就不行 所以我会平常心 尽力而为        ,1
宇宙_人类_888号,7399450813,0,6月20日 11:27,尽力就好啦 我会尽力的 无论结果怎样        ,1
宇宙_人类_888号,7399450813,0,6月20日 11:02,哈哈英语考完啦 感觉还不错 下午数学我会尽力的        ,1
宇宙_人类_888号,7399450813,1,6月20日 07:12,今天的两门我继续加油        ,1
宇宙_人类_888号,7399450813,0,6月20日 07:11,早        ,1
宇宙_人类_888号,7399450813,0,6月19日 17:05,还有明天和后天 继续加油        ,1
宇宙_人类_888号,7399450813,2,6月19日 17:01,物理错了一道简单的画图题 会扣3分 但是没遗憾了 可能当时太累了吧 我已经尽力了        ,1
宇宙_人类_888号,7399450813,0,6月19日 17:00,哥 今天考试考完啦        ,1
宇宙_人类_888号,7399450813,0,6月19日 11:28,下午理化案例分析 会尽力的        ,1
宇宙_人类_888号,7399450813,1,6月19日 11:24,刚刚考完语文 还不错 改对了3道题 哈哈        ,1
宇宙_人类_888号,7399450813,2,6月19日 11:23,来啦李医生        ,1
宇宙_人类_888号,7399450813,2,6月18日 14:07,接下来的3天考试 希望你也能给我力量 李医生        ,1
宇宙_人类_888号,7399450813,1,6月18日 14:05,上次我的预录 卡位了年级30 得到了名额 并且幸运预录了 谢谢你 哥 我相信是你在保佑我        ,1
宇宙_人类_888号,7399450813,2,6月18日 14:05,明天开始有3天的考试 我努力了4年 会有好结果的 对吗 哥谢谢你        ,1
宇宙_人类_888号,7399450813,0,6月18日 14:03,来啦        ,1
宇宙_人类_888号,7399450813,0,6月14日 21:26,李医生 晚上来我梦里 我请你吃粽子        ,1
宇宙_人类_888号,7399450813,0,6月14日 20:11,吃粽子了吗 李医生        ,1
宇宙_人类_888号,7399450813,0,6月14日 20:11,晚好        ,1
宇宙_人类_888号,7399450813,0,6月13日 20:48,又想到你了        ,1
宇宙_人类_888号,7399450813,0,6月13日 20:47,晚好啊        ,1
宇宙_人类_888号,7399450813,0,6月12日 20:41,下个礼拜六        ,1
宇宙_人类_888号,7399450813,0,6月12日 20:41,快中考啦        ,1
宇宙_人类_888号,7399450813,0,6月10日 21:06,刚刚又很难过        ,1
宇宙_人类_888号,7399450813,1,6月10日 21:06,晚好啊        ,1
宇宙_人类_888号,7399450813,0,6月9日 20:19,晚好 哥        ,1
宇宙_人类_888号,7399450813,1,6月8日 20:21,晚好 又想你了李医生        ,1
宇宙_人类_888号,7399450813,0,6月2日 22:38,为什么一直不开心        ,1
宇宙_人类_888号,7399450813,1,6月2日 20:32,为什么我不出生在一个更安心的地方 我的环境让我缺乏自信和勇气        ,1
宇宙_人类_888号,7399450813,0,6月2日 19:26,又焦虑了 真想躺平。        ,1
宇宙_人类_888号,7399450813,0,6月2日 19:25,晚好        ,1
宇宙_人类_888号,7399450813,1,6月1日 20:53,一直认为自己太懦弱了 可我没有勇气 不想坚强        ,1
宇宙_人类_888号,7399450813,0,6月1日 19:46,苦闷苦闷苦闷太苦闷了        ,1
宇宙_人类_888号,7399450813,0,6月1日 19:20,虽然我不快乐但希望你快乐        ,1
宇宙_人类_888号,7399450813,0,6月1日 19:20,李医生 61快乐        ,1
宇宙_人类_888号,7399450813,0,5月31日 21:37,明天6月了        ,1
宇宙_人类_888号,7399450813,1,5月25日 22:32,这几天一直不安心 以为要到29号查成绩 心里石头落地了        ,1
宇宙_人类_888号,7399450813,3,5月25日 22:31,老师的消息 我被提前录取了 分数线降低个20、30分 这算是一年来的好消息了 哥 相信你是保佑我的 推优的名额是我碰巧赶上的 谢谢你        ,1
宇宙_人类_888号,7399450813,0,5月25日 22:29,晚好        ,1
宇宙_人类_888号,7399450813,1,5月25日 06:52,早 上学去了        ,1
宇宙_人类_888号,7399450813,2,5月24日 21:09,哥 等这个礼拜六的结果 我真的太希望自己能进 从来没有这么强的愿望        ,1
宇宙_人类_888号,7399450813,0,5月24日 06:46,早好        ,1
宇宙_人类_888号,7399450813,0,5月23日 20:07,昨天去参加考试了 。对我来说很难， 虽然最后得知只会刷掉三个人 ，但怎么也开兴不起来 。要等到29号官网出结果，不知道该怎么办；那个学校是我裸考大概率进不了的，我真的真的好希望自己不要被刷掉。 来留言很多次了，从来没有向你请求过保佑，可这次真的好希望能进啊 李医生 保佑我        ,1
宇宙_人类_888号,7399450813,0,5月23日 20:03,晚好        ,1
宇宙_人类_888号,7399450813,0,5月21日 21:26,晚好        ,1
宇宙_人类_888号,7399450813,0,5月21日 21:05,明天考试啦 李医生爱你        ,1
宇宙_人类_888号,7399450813,0,5月20日 22:34,这个周末要参加推荐了 96个人要筛掉24个&nbsp;&nbsp;我什么都不想想 真的好烦 我好讨厌竞争 我想缩在角落里        ,1
宇宙_人类_888号,7399450813,0,5月19日 22:14,今天很累        ,1
宇宙_人类_888号,7399450813,0,5月1日 11:11,五月来了 李医生        ,1
宇宙_人类_888号,7399450813,0,4月27日 20:43,累了        ,1
宇宙_人类_888号,7399450813,0,4月20日 20:01,快把我带走吧 最好出个意外啥的 最亲近的人对我说了很过分的话 我不想活了        ,1
宇宙_人类_888号,7399450813,0,4月20日 19:02,化学真的好难        ,1
宇宙_人类_888号,7399450813,0,4月20日 19:02,又快崩溃了        ,1
宇宙_人类_888号,7399450813,0,4月19日 19:31,明天二模了 我终于放松了 以前的紧张对我来说就是梦魇 挥之不去 希望这次能有个好结果        ,1
宇宙_人类_888号,7399450813,2,4月12日 19:13,有幸成为朋友活下去的动力 我想自己也应该能再撑一段日子        ,1
宇宙_人类_888号,7399450813,0,4月10日 21:58,竞争就不适合我 好像快逃        ,1
宇宙_人类_888号,7399450813,0,4月10日 21:47,不想面对未来。 好烦啊 想早点去见你        ,1
宇宙_人类_888号,7399450813,0,4月10日 21:46,我好害怕        ,1
宇宙_人类_888号,7399450813,0,4月9日 20:49,来了        ,1
宇宙_人类_888号,7399450813,0,4月8日 21:53,想你了 快一年了 也就这么过去了        ,1
宇宙_人类_888号,7399450813,0,4月8日 19:13,今天有点难过        ,1
宇宙_人类_888号,7399450813,0,4月1日 21:52,晚上好啊 要睡了        ,1
宇宙_人类_888号,7399450813,0,3月31日 22:51,好累        ,1
宇宙_人类_888号,7399450813,0,3月31日 22:43,四月祝好        ,1
宇宙_人类_888号,7399450813,0,3月24日 20:20,晚上好        ,1
宇宙_人类_888号,7399450813,0,3月14日 21:52,现在终于有好点了 希望这份微薄的力量能一直支撑着我        ,1
宇宙_人类_888号,7399450813,2,3月14日 21:51,好久没来了 希望明天好运        ,1
宇宙_人类_888号,7399450813,0,3月10日 22:13,哥 晚安        ,1
宇宙_人类_888号,7399450813,0,3月4日 18:41,晚上好        ,1
宇宙_人类_888号,7399450813,1,2月21日 21:16,看到同学们都在说接下来几个月要冲刺了 要加油 我感觉好累啊 我从来没有这样过 没有斗志是真的 怎么办 好想有人救救我        ,1
宇宙_人类_888号,7399450813,1,2月21日 19:31,害怕未来 要窒息了        ,1
宇宙_人类_888号,7399450813,0,2月21日 16:55,明天开学        ,1
宇宙_人类_888号,7399450813,0,2月21日 14:07,没有勇气面对未来怎么办啊…        ,1
宇宙_人类_888号,7399450813,0,2月20日 21:07,为小说中的一位人物感到真情实意地难过。很久没有这种感觉了，觉得他是活在另一个世界的我。        ,1
宇宙_人类_888号,7399450813,2,2月20日 19:00,怎么坚持到19岁啊 还有好长好久好远 现在这点挫折我已经快挺不住了        ,1
宇宙_人类_888号,7399450813,0,2月20日 17:44,没有希望啥的 早听多了        ,1
宇宙_人类_888号,7399450813,1,2月19日 07:53,早好        ,1
宇宙_人类_888号,7399450813,0,2月17日 20:36,看看自己能坚持多久        ,1
宇宙_人类_888号,7399450813,0,2月17日 20:33,晚好        ,1
雨后茶几,5776848072,0,7月21日 13:26,[失望]我像好好上课了~但感觉好难呀~不想再抱怨了~        ,1
圆梦初心happy,2661974247,0,8月11日 18:18,李医生，我好喜欢他，我好爱他，我深深地暗恋他四五个月了，从见到他的第一面，现在我连发消息给他的身份理由都没有了！这大概是他想要的吧！我要拼命努力像他一样优秀！然后向他表白！只要我还在路上就没什么可以把他从我的心里拔走，这是我的自我救赎，这是我的爱情。你知道吗？zijin        ,0
圆梦初心happy,2661974247,0,7月21日 00:45,李医生，我一夜之间失去了工作和喜欢的人，还有比这更悲伤的事么？        ,0
圆梦初心happy,2661974247,0,7月19日 21:31,李医生，由于我的不懂珍惜，错过了一个绝好的做项目锻炼学习还高薪还有技术很好的帅哥带的机会！我不能原谅我自己！我也没控制住喜欢上了他！不知道到底是什么原因&nbsp;&nbsp;成了悲剧！痛定思痛！        ,0
圆梦初心happy,2661974247,0,7月3日 06:07,我好喜欢他，zijin!要变瘦变美工资技术提升！足够优秀！        ,0
圆梦初心happy,2661974247,0,4月4日 05:26,又是一年清明时，李医生，安好[蜡烛]        ,0
圆梦初心happy,2661974247,0,4月4日 05:25,李医生 我昨天看到解童鞋发的朋友圈 他拍了很多阳台上花草，还有新的环境和桌子，最后一张是三个人一起包春卷的背景！终于实锤了，他有对象了，心里特别痛！唉！        ,0
远远gby,5326854073,1,8月10日 20:56,李医生，第一次来留言，当当我的树洞吧。规培没有过，考上的博士上不了了，待业两年，计划全乱了，不知何去何从        ,0
愿安详平静,2781455147,0,7月22日 15:58,这些年我失去的东西比得到的东西为什么要多这么多啊😭        ,1
愿安详平静,2781455147,0,7月22日 15:54,这几年奶奶和外婆都走了，读了不喜欢的专业，感情上失败两次，我发现我已经躺平很久很久了……        ,1
愿安详平静,2781455147,1,7月21日 03:15,灾民都要平安啊！！🙏🙏🙏🙏🙏🙏        ,1
愿安详平静,2781455147,1,7月21日 00:39,好像回到了去年的严冬一样，满屏幕的求助信息，让人感到紧张不安，希望灾难早点过去 所有人都能平平安安🙏🙏🙏🙏        ,1
愿安详平静,2781455147,2,7月20日 23:45,奶奶今年去世了 还是很难过[失望] 唉 希望奶奶一切都好        ,1
愿安详平静,2781455147,1,7月20日 23:31,真的好难过，这么些年失去的比收获的多太多[失望]        ,1
愿安详平静,2781455147,0,7月20日 23:29,李医生，这几年我亲人去世，感情上失败，真的太难了[失望] 也许吧，我觉得自己确实是个运气挺差的人。也希望最近的灾害早点结束吧        ,1
愿安详平静,2781455147,2,7月20日 23:25,满天的求救信息，像极了去年的寒冬……希望大家都能平平安安🙏        ,1
愿安详平静,2781455147,5,5月11日 14:43,我所能做的，只有不跟着唱赞歌罢了。这些正义者大多是学生，他们颂歌 他们正义……        ,1
愿安详平静,2781455147,1,5月11日 05:02,李医生，很多年来我都对社会新闻漠然了，除了你走那天我很悲愤。我没有像你一样的勇气去捍卫正义……         ,1
愿在秋天死去_,5028431662,0,今天 08:03,亮哥，毛宁。今天还是阴天。        ,0
愿在秋天死去_,5028431662,3,8月18日 09:15,一场秋雨一场凉，亮哥，加衣服，注意保暖。        ,0
愿在秋天死去_,5028431662,1,8月17日 08:18,亮哥，早。阴天。希望生活皆如愿，心愿达成。        ,0
愿在秋天死去_,5028431662,0,8月17日 02:58,亮哥，做梦梦到不该梦到的人，醒了就睡不着了。        ,0
愿在秋天死去_,5028431662,0,8月16日 08:13,亮哥，周一。开开心心快快乐乐健健康康平平安安。希望一切都是美好的样子。        ,0
愿在秋天死去_,5028431662,0,8月15日 21:30,亮哥，周末过的太快了吧，明天又要上班了。        ,0
愿在秋天死去_,5028431662,0,8月13日 08:18,亮哥，还在下雨，希望你在那边一切安好。        ,0
愿在秋天死去_,5028431662,0,8月12日 08:15,人世漫长的转瞬即逝，有人见尘埃，有人见星辰。亮哥，早安。        ,0
愿在秋天死去_,5028431662,0,8月11日 11:17,亮哥，我这个感冒还就过不去了。打喷嚏流鼻涕把我折磨的，特别难受。感冒赶紧过去，赶紧好起来吧。太不舒服了。        ,0
愿在秋天死去_,5028431662,0,8月10日 06:23,亮哥，好几天没来看你了。早安吖，生活很累很苦，还是要继续。        ,0
愿在秋天死去_,5028431662,2,8月8日 07:23,亮哥，今天下雨了。昨天立秋，奶茶店排起了长队。殊不知秋天的第一杯奶茶，是平均温度达到22度，才算秋天。        ,0
愿在秋天死去_,5028431662,2,8月5日 05:55,亮哥，疫情越来越严重了。你多保佑保佑我们吧。🙏        ,0
愿在秋天死去_,5028431662,0,8月3日 08:18,亮哥，今天阴天。但是温度却也不低。咸鱼的一天。        ,0
愿在秋天死去_,5028431662,1,8月1日 08:40,亮哥，又流鼻涕打喷嚏的，赶紧让感冒好起来吧        ,0
愿在秋天死去_,5028431662,0,7月29日 09:27,亮哥，今天大太阳。还没到中午，蝉鸣声已经要把耳膜震破。        ,0
愿在秋天死去_,5028431662,6,7月28日 04:32,亮哥，突然明白妈妈为什么总是催促我们早点睡觉了吗？因为人生中最最丑恶和艰险的事一般都在晚上发生，只有轻轻闭上眼睛才能逃过一劫。梦境如此柔软，它让我们也卸下了外壳，抛弃七情六欲和复杂思维，变成最无害的植株。现在这个点说早安有点早，晚安有点晚。那就早晚安都说吧。亮哥，早晚安吖。        ,0
愿在秋天死去_,5028431662,2,7月27日 09:22,亮哥，早吖。阴天，凉飕飕的风吹的人瞬间清醒。鸡汤太多了，不想喝。只想安安静静守着自己目前的状态，好好做一个小仙女。哈哈哈哈哈        ,0
愿在秋天死去_,5028431662,0,7月26日 09:05,亮哥，没办法一直正能量，突然就负能量爆棚。        ,0
愿在秋天死去_,5028431662,0,7月25日 20:35,亮哥，周末嗖一下就过完了。        ,0
愿在秋天死去_,5028431662,1,7月24日 22:33,亮哥，好几天没好好翻过留言了。生活不易，每个人都有烦恼，有的人选择面对，有的人选择逃避。不论怎样，都不要委屈了自己。生活很累，但是还是要自己学会调节。        ,0
愿在秋天死去_,5028431662,0,7月24日 08:19,亮哥，早吖，今天阴天。周末愉快。        ,0
愿在秋天死去_,5028431662,0,7月23日 08:03,亮哥，早，感冒了一周还没好，还被姨妈痛折磨的死去活来。这一周过的尤其狼狈。        ,0
愿在秋天死去_,5028431662,1,7月20日 10:34,亮哥，好几天了，打喷嚏流鼻涕喉咙痛，感冒好几天了，感觉还是好难受呀，这感冒咋就过不去了啊。        ,0
愿在秋天死去_,5028431662,0,7月18日 23:48,还是睡不着。亮哥，但是晚安了。        ,0
愿在秋天死去_,5028431662,1,7月18日 04:14,亮哥，有点早的早安，你要好好爱自己，因为大家都在好好爱你。        ,0
愿在秋天死去_,5028431662,0,7月16日 19:53,亮哥，周末愉快[爱你]        ,0
愿在秋天死去_,5028431662,2,7月14日 15:58,亮哥，西安今天温度爆表了，感觉快被烤熟了。        ,0
愿在秋天死去_,5028431662,0,7月13日 10:38,今天39度高温，头混混沌沌的，整个人都没劲，瞌睡，困。        ,0
愿在秋天死去_,5028431662,0,7月13日 05:49,亮哥，早吖，迷迷糊糊起床。又要上班了，我想当一只咸鱼啊        ,0
愿在秋天死去_,5028431662,0,7月12日 22:20,亮哥，晚安。        ,0
愿在秋天死去_,5028431662,1,7月12日 06:17,爱情只是调味剂 并不是必须 向前看好好生活吧        ,0
愿在秋天死去_,5028431662,1,7月12日 06:16,亮哥 看留言好多人因为爱情而放不下觉得难过痛苦然后终日郁郁寡欢我曾经也因为爱情整个人颓的不像话唤醒我的是父母小心翼翼的谈话的日常和舍不得离开身边哪怕一分钟的担心我不怨恨他毕竟我曾掏心掏肺爱过他所以好的爱情就算你们隔着千山万水也会来找你不爱就算你为之付出生命也不会有人回头看一眼        ,0
愿在秋天死去_,5028431662,3,7月11日 15:02,同样的称呼，同样的对待，很难想象自己会有什么不同。生活奇奇怪怪，我还是继续可可爱爱。[二哈][二哈][二哈][二哈][二哈]        ,0
愿在秋天死去_,5028431662,3,7月11日 07:34,早哟，亮哥，今天进山烧烤了。放心，垃圾会收拾的干干净净，不给别人添麻烦。        ,0
愿在秋天死去_,5028431662,0,7月11日 03:18,从2点到现在，愈发清醒，越来越睡不着。亮哥，我是个胆小鬼。        ,0
愿在秋天死去_,5028431662,2,7月10日 22:20,亮哥，论狠心终究还是差了点，有点小难过呢，希望自己能够立马摒弃一切的坏情绪，只做简单的自己。        ,0
愿在秋天死去_,5028431662,1,7月10日 15:24,亮哥，你要不要喝点大乌苏        ,0
愿在秋天死去_,5028431662,0,7月10日 06:20,亮哥，早上好。没睡醒就被电话吵醒了。        ,0
愿在秋天死去_,5028431662,1,7月8日 20:10,亮哥，最近糟心事情一大堆，整个人有点颓。        ,0
愿在秋天死去_,5028431662,0,7月8日 07:54,亮哥，这天也太热了，大清早就这么热        ,0
愿在秋天死去_,5028431662,0,7月7日 07:33,亮哥，早安鸭        ,0
愿在秋天死去_,5028431662,1,7月6日 02:15,又醒了，睡不着了。[摊手][摊手][摊手][摊手]        ,0
愿在秋天死去_,5028431662,0,7月4日 08:26,早啊，亮哥，有点瞌睡，脑袋还是混沌的        ,0
愿在秋天死去_,5028431662,0,7月3日 20:12,胃疼的厉害，整个人都不好了        ,0
愿在秋天死去_,5028431662,0,7月2日 20:45,明天要加班，周末计划泡汤。        ,0
愿在秋天死去_,5028431662,0,7月2日 08:26,亮哥，大雨倾盆唉        ,0
愿在秋天死去_,5028431662,0,7月2日 01:35,一觉睡醒，才1点33分，睡不着了，不知道从什么时候开始睡眠越来越少，没有一觉睡到天亮的日子，也罢，能睡一会会总比彻夜难眠强啊。        ,0
愿在秋天死去_,5028431662,0,7月1日 13:39,好困啊，一大堆工作。累瘫了。亮哥。        ,0
愿在秋天死去_,5028431662,7,7月1日 09:00,hey，亮哥，到处都是建党一百年，可能我这人比较懒也没有什么激情，感觉和普通早晨一样。早上下了点小雨，但是没堵车。很舒爽。        ,0
愿在秋天死去_,5028431662,0,6月30日 09:32,hey.月底加班狗没跑了。周末估计还得加班。        ,0
愿在秋天死去_,5028431662,1,6月29日 17:43,临近下班，喝了一口水，呛的眼泪都出来了。        ,0
愿在秋天死去_,5028431662,0,6月2日 01:43,老李，刚起床去了一趟客厅，本来熟睡的闺女就从床上摔了下来，后脑勺着地。她才7个月。就陷入深深的自责中，也心疼她。更多的是担心，担心她疼痛不舒服不会表达。不知道要不要去医院。        ,0
愿在秋天死去_,5028431662,0,4月29日 02:17,突然就愈发清醒，睡不着了。成年人了，都是背负着责任和压力生活。我也是，快被压的喘不过气来了。        ,0
愿在秋天死去_,5028431662,3,4月22日 01:50,现在是4月22日凌晨1点47分，好久没来看你了。因为现在升级为一名母亲，每天在上班与带娃之间无缝切换，看着身边的小小一只，心里只剩下满足，只希望她平安快乐健康的长大。同时也希望你能开心。        ,0
曰月文月曰,6457385911,6,8月12日 14:31,李医生，我要去读大学了        ,1
曰月文月曰,6457385911,0,2月11日 22:19,李医生新年快乐！多吃大鸡腿！        ,1
月光下的萤火虫_,5519533287,1,7月19日 22:39,不知道你自己对抗世界的时候会不会觉得孤单呢 不怕 今后都有宝宝在[抱抱][抱抱][愛你]        ,0
月光下的萤火虫_,5519533287,1,7月19日 12:33,宝宝辛苦了 老婆好想抱着你睡呀[抱抱][抱抱]你累的时候永远有我在 今夜你还要出去做你的事情 我明天凌晨就要起来准备考试 我们一起努力~ 嘻嘻 你是不是很想看看你的宝宝长什么样子呀[害羞]我也好期待呢 等我毕业 我会好好努力的        ,0
月光下的萤火虫_,5519533287,1,7月18日 12:40,送我回家时咬了我胳膊一下 不知道为什么今天很喜欢咬我🙈说我可爱 我也爱你呀宝贝~        ,0
月光下的萤火虫_,5519533287,2,7月18日 12:38,也不知道妈妈会不会喜欢他，我和他真的好开心，比我大13岁，感觉很奇妙，他比我大这么多却像个小孩子，在一起相处好舒服 整天都不知道哪里来那么多话题，就是好开心 可是他的学历不如我 还比我大这么多 好怕妈妈不喜欢。。我好想一直和他在一起        ,0
月光下的萤火虫_,5519533287,2,7月18日 12:35,李医生，我今天和男朋友在一起好开心，但是我好希望他一直爱我 我都不知道我的想法会不会成真呢……        ,0
月光下的萤火虫_,5519533287,0,5月9日 23:52,和他在一起很甜 他比我大13岁 我们真的很相爱 但是我好像有点累 我没有办法忘记他那个青梅竹马快要结婚的前任…如果不是因为我们坐标在多伦多 前任在香港 他就结婚了 同学们和我说我应该找个更好的 多伦多大学里一定有更好的 但我就觉得他最可爱 就想对他好 他也很宠我…但我忘不掉他前任的事情        ,0
云飞扬3801,1767456864,0,今天 02:52,李医生，医师节快乐吧！        ,0
云飞扬3801,1767456864,2,8月13日 01:16,只祈求孩子顺顺利利平平安安健健康康地大学毕业，麻麻溜溜地找份属于自己的工作，晚安。        ,0
云飞扬3801,1767456864,0,8月13日 00:59,李医生，晚上好，又来打扰你了，儿子的录取通知书昨天寄来了，既开心又烦恼，高兴的是毕竟孩子心怡的学校，烦恼的是没有达到我理想的本一要求，可是又什么办法呢？平凡的人只配拥有平庸的人生吗？        ,0
云飞扬3801,1767456864,1,8月9日 01:30,晚安，李医生。人生无趣，苦难重重。        ,0
云飞扬3801,1767456864,5,8月7日 23:51,李医生，今天立秋，问候一下安好。        ,0
云飞扬3801,1767456864,0,8月6日 02:05,夜半未入睡，道一声晚安吧。        ,0
云飞扬3801,1767456864,1,8月2日 23:15,我以为孩子上大学了就不会焦虑了，可是晚上还是常常睡不着，没有办法，只好继续服用安眠药，生活太难了，成年人崩溃还要有勇气继续生活下去。晚安，李医生，祝我能够睡好觉吧。        ,0
云飞扬3801,1767456864,0,8月2日 06:03,李医生，怎么办才好？今天又失眠了。为了好好生活，服用安眠药，第二天头痛头昏；改为喝酒，身体越来越胖，脂肪肝加闹肚子。        ,0
云飞扬3801,1767456864,0,8月1日 23:28,我晚上本来想出去锻炼，可是现在疫情又反复，想想不要再添麻烦，所以窝在家里斗地主。        ,0
云飞扬3801,1767456864,0,7月31日 09:31,晚上要到一两点才能睡着，早上六七点就醒来了，是不是老了？        ,0
